리뷰,평점,라벨링
그리스에 먹던 맛 기대하고 왔는데 너무 맛있네요. 재방문 의사 있습니다. 양고기 수블라끼 추천합니다.,5,1
맛있어요,4,1
"맛있었습니다.
주차장이 없어서 조금 불편하지만 복잡한 동네라 아니라 세울곳은 있구요.
사장님 맛있었는데 튀김이 좀 더 바삭하면 더 좋을것 같습니다. 번창하세요",3.5,0
밑반찬도질나오고 간만에 맛있고 싱싱한회먹어보네요^^ 가족들이랑 포식하고왔어요,5,1
김밥과 국수 둘다 맛있네요,5,1
3번째 방문인데 고기도 잘 구워주시고 편하게 먹었습니다. 항상 맛도 좋고 서비스도 좋아서 찾게 되는거 같아요 오늘도 맛있게 잘 먹었습니다. 번창하세요~~,5,1
잘 먹었어요~! 면발 식감 좋아요!!,4,1
"오징어순대만 먹을까하다가 모둠으로 시켰는데 오징어순대 아바이순대 둘다 다 맛있어요! 주전자에 담아 나오는 육수랑 같이 먹으니 조합이 찰떡입니다 아바이마을에서 왜 가장 유명한지 
알겠더라구요~ 사장님이랑 서빙해주셨던 직원도 친절하셔서 음식점 하나 들렀을 뿐인데 기분이 참 좋았습니다! 보통 유명한 집은 퉁명스러운 곳이 많던데 이 곳은 맛, 인지도, 친절 다 갖춘 
곳이에요~",5,1
피자 라자냐 둘다 살살 녹아요! 버섯 별로 안좋아하는데도 트러플 피자 짱맛있었어요 ㅜㅜ 또 오고 싶은 가게!,5,1
음식도 깔끔하고 분위기도 조용하고 편안한 식사였습니다.,5,1
거의 마라탕 처럼 늘 생각나요 진짜 연신내 일미양꼬치 가시면 깐풍이 꼭 시키세요...진심 존맛이에요 거짓말인하고,5,1
굿,3,0
유럽에 온 듯한 고풍스럽고 아기자기한 소품들로 분위기 있게 마시기 좋은술집이네요~~~♡♡ 또 와야겠어요.,5,1
맛있어요. 잘 구워주셔서 편하게 잘먹었어요,5,1
고기국수 정말 맛있어요. 직원 분들 엄청 친절하시고 주차공간도 넓네요.,5,1
맛있어요.,4.5,1
좋아요혜화 맛집 중 하나,4,1
비싸지만 신기하고 맛있어요! 집앞에도 이런 곳이 있었음 좋겠어요!,4,1
정돈 정말 맛있음 인생까스,5,1
서귀포 중문에서 지인분 보셔가기 좋은 곳이에요!!맛도 인정!!,5,1
"강릉중앙시장 플렉스 그중 당연히 가야할 만동제과 카푸치노, 부드러운 마늘빵, 어니언 베이글 대박입니당",5,1
좋아요,3.5,0
맛나요 계란김밥 최고임,5,1
굿,4.5,1
늦게까지 해서 좋아요!!,4,1
한성오메기떡 너무 맛있어요😊,4.5,1
"반반피자시키니 좋네요~ 두가지맛의 피자를 한판에서 먹어볼 수 있다니 좋아요
토핑가득~~  치즈도 많이 뿌려주셔서 더 좋네요^^  맛있게 잘먹었습니다.",5,1
존맛,5,1
편안하고 언제나 맛있어요!,5,1
음식은 더할나위없이맛있었어요! 친절했구요! 근데 창가자리 주신건좀... 창가라서추운데 출입문열리면 바람이 창가까지 들어오고... 계속춥게먹었어요.... 난방튼다해도 다리까지안와요.... 다리는계속추워요... 그냥 거긴 안앉히는게 나을듯합니다,4.5,1
반찬도 다양하고 넘 맛있었어요!,4.5,1
"정말 맛있어요. 사계해안도로입구쪽에 있어요. 저흰 원래 다른 식당에 가려 했는데, 브레이크타임걸려서 해안도로나 드라이브하자는 생각에 왔는데, 너무 잘왔어요. 우리 가족은 생선 잘 못먹는데도 비린내도 하나 안나고 양념도 먹있어서 너무 
잘왔다고 자롸자찬하면서 먹었어요. 엄지척입니다.",5,1
괜찮아요~ 데이트도 하고 커피도 먹고 바다도 보고,4.5,1
"최강 맛집 인정!
사장님은 맛있고 음식은 친절하다!!
가격대비 퀄리티 어마어마함!!",5,1
아침식사로 맛있게 잘먹었어요:),4.5,1
"조용한 분위기와 친절한 직원들 덕분에 기분좋게 식사했습니다.
메인인 파스타나 안심 스테이크도 괜찮은 편이고, 해산물 전채나 식전빵과 크림치즈, 스테이크의 가니쉬, 디저트 케익 등이 특히 맛있었어요.",5,1
마늘향이 솔솔~~~ 지나가다 우연히 들린곳! 마늘빵을 좋아해서 사보았는데 다른 빵들도 시식해보았는데 넘 맛있더라고요!!,5,1
맛나요!,4,1
좋아요,5,1
"진짜 정말 어느 서울의 브런치 집 보다 너무 맛있어요! 사장님 근데 이것만요! 빵 굽지 않고 내주세요, 이 약한 사람들은 힘들거예요. 

반미 샌드위치랑 다 너무 맛있어요!!!!  ",5,1
수블라키와 파스타는 항상 맛있어요.식전빵도 화덕에구워 너무맛나고 모든음식의맛이 조화롭습니다.담달제생일에도 갈거예요,5,1
"커피 맛을 다양하게 선택할수 잇어서 좋아요! 애견동반도 가능하답니다 ㅎ 직접 여쭤본 사항이에요 ㅎ 
#구의역애견동반카페 #구의역커피맛집",4.5,1
"고등어회와 갈치회를 처음 먹어봐서 걱정했는데 회가 정말 신선하고 하나도 안비리고 너무너무 맛있었어요!!
맛도 분위기도 넘나 좋은데 사장님이 세상 친절하셔서 인상깊었습니다👍
제주도 여행 마지막날 행복한 시간 보냈습니다! 감사합니다🥰🥰",5,1
가족끼리 속초 여행왔는데 털게 추천해주셔서 먹었는데 정말 맛있게 잘 먹었어요 추천드려요,5,1
굿,5,1
"일산 가로수상가에 있는춘천샘밭막국수에 들러  정식을 주문 했다. 큰 접시예 편육 쌈 속 녹두전 골고루 4가지가 정갈하게 나온후 마지막으로 막국수까지 나온다. 막국수는 의외로 담백한 맛이 일품이다. 동치미.사골육수도 좋았
어요!!",5,1
"굿즈도 좋음
커피맛도 좋음",4,1
"세명이면 적당할 양!
청양고추가 알싸해서 비린맛을 잡아주고  맛있어요😀",4,1
회가 너무 싱싱하고 맛있네요~ 가게도 깨끗해서 편하게 잘먹고 갑니다,5,1
제주에서 이틀동안 먹은 곳 중에 제일 맛있었어요 새콤하고 양도많고 전복도 많고 잘 먹고갑니다,5,1
다들 친절하셔서 기분좋았습니다👍,5,1
"분위기 넘 좋고 여기저기 포토존이 많아요 ㅎㅎ 음식도 이쁘게 플레이팅 해주셔서  사진 이쁘게 잘 찍는 분들이면 만족하실 겁니당 리조또 죤맛탱~~~! 바질도 많이 들어가서 넘 좋았어요 사
장님도 친절하심>.<",5,1
5번은 방문한 것 같아요 맛있어요 매번 도삭면 먹어서 다른 메뉴 시켜봤는데 딤섬종류와 도삭면이 맛있어요 추천합니다,5,1
"안녕하세요. 제의견이 기분나쁘실수있어도 .. 고객이 다시 찾아오게만드려면 더 노력하셔야할것같아서 이렇게 글을 남깁니다.. 유튜브 맛상무님꺼 보고 올라간지 하루이틀만에 찾아간 사람입니다..유튜브타고 이렇게 손님이 많
이올지모르셔서 장사가 미흡했던 부분 ..저도 이해합니다...유튜브 에서 보였던 꼼장어 목살 소세지 버섯 키조개 초밥 . 가리비. 새우.. 셀프바에서 보이지않고 그나마 목살. 가리비만 30분기다리다 몇덩이먹었어요..배고프니 라면
이라도 먹으려고했는데 뜨거운물나오는 통은 텅텅비어있고 버너도 안보이고화로불에끓이니 익지도않고..많이불편했어요. 한가지 위안됫던건 이런 저희마음이해해주시고 사장님께서 계속 사과를 정중하고 진실되게 해주...",2.5,0
"Cloud32 런치 A 코스 에피타이저 새우 - 매콤 통통 카프레제 구운토마토 치즈 굿 버섯 크림 빵- 크림, 버섯 맛 좋음 홈런볼처럼 생긴 에피타이저 괜찮았음 식전빵 2개 + 발사믹 소스 + 크림치즈 크림치즈가 상당히 맛있음 빵은 플레인 맛과 달달한 맛의 2종류 스프 - 양송이 스프이고 버섯 
맛과 향이 일품임 버섯 오일 파스타 - 버섯 식감이 살아있고 파스타도 맛있음. 대하구이 - 파일애플의 새콤달콤함이 입맛을 살려주고 대하구이는 맛있음 셔벗 - 유자맛 셔벗 좋음 스테이크(안심1, 등심1) - 미디움 레어 주문했고 끝부분은 미디엄 수준이였고 가운데 부분은 미디움 레어였음
 과일 -  오렌지, 파인애플, 골드키위 후식 - 티라미스, 홍차 단점 - 음식이 너무너무너무 빨리 나옴. ",4,1
고등어구이는 엄청 맛있는데 갈치 조림은 별로네요 ㅜ,4,1
맛있어요,2.5,0
굿,4,1
사장님도 정말 친절하시고 정말 맛있습니다~,5,1
진차맛잇움,5,1
맛있는데 전체적으로 간이 좀 짰어요ㅠ 특히 불고기가..양념이 맛있어서많이먹고싶은데 짜서 마니못먹었다는... 그래도 가격도 적당하고 비빔밥꿀맛 다른밑반찬들도 맛있음 그치만 짠맛과 서비스때문에 만족스럽진않았어요,3.5,0
제주에 왔으면 한번은 먹어야지,5,1
떡볶이 떡이 쫄깃 맛나요  순대는 오전일찍가니 전날꺼인지 조금기름쩐맛이 낫어요  김밥은 좀 짜요  떡볶이집이니 떡볶이가 중요 ㅋㅋ,4,1
무한리필이라 가성비도 좋고 고기도 맛있어요!,5,1
"어버이날 이라 가족들이 있어서 포장해서 집에서 먹었네요.아무래도식당에서 먹는게 더 맛있겠죠
잘 먹었습니다",4,1
짱맛나요~~^^,5,1
"낮술을 부르는 물회 입니다 ㅎㅎ
맛있게 잘먹었습니다!!",5,1
테이블 간격이 넓어서 편하게 식사했습니다! 맛있네요!,5,1
쌈장이 맛있어요,4,1
맛있어요 잘먹고 가요~ 저렴한가격에 퀄리티 높은 음식입니다~,5,1
"푸짐하게 
너무맛있게 먹고갑니다~
많이파세요~~",5,1
일산에서 핵 핫한 카페,5,1
모든음식이 정갈하고 깔끔하니 맛있게 잘먹었습니다,5,1
자리도 좋았고 음식도 너무 맛있었습니다 미듐레어 스테이크는 일품이더군요 멀리보이는 광안대교 분위기도 좋았습니다 여자친구가 좋아했던게 가장 좋았네요 감사합니다 코스도 맛있었고 단품도 맛있었습니다 양은 단품이 훨 많습니다,5,1
귀여운 다람쥐 인형도 있고 바스크 치즈 케이크 맛있음 패션후르츠에이드도 맛있다 괜춘,4,1
왕십리 맛집,5,1
와 맛있네요,5,1
"소파자리는 이용못하게 막아놨구 테이블만 앉을수있게 해놨는데 약간 어수선해여 무한칵테일 가능해서
저렴하게 놀기는 좋을듯합니당",4,1
"대표메뉴 뇨끼 진짜 맛있습니다. 다른 메뉴들도 맛있습니다. 
단점은 밤리단길 특성상 주차가 편하지않다는 점이에요. 은수테이블도 주차공간 적으니 미리 문의하고 방문하세요.",5,1
"가성비 최고의 스테이크 집입니다.
우리같은 서민도 품위있게 그리고 저렴한 가격으로 맛있는 스테이크를 즐길 수 있게 되섰습니다.
최고!!!",5,1
세트메뉴가 가성비도 좋고 너무 맛있었어요.,5,1
맛있는 식사 좋은 분위기 친절한 서비스 였습니다^^ ,4,1
맛있어요~~,4.5,1
"맛있어요
특히 식빵찰진맛~",5,1
오실장 강남 면옥 물냉면이랑 매운맛 갈비랑 먹으면 최고의 맛이에요,5,1
맛있고 직원도 친절해요!!,5,1
잘 먹었습니다.,4.5,1
통갈치(중) 맛있게 잘먹었습니다 : ),5,1
"예약하고 갔는데 15분 기다려서 앉았어요 ㅋㅋㅋ 그럴거면 예약은 왜 받는거죠? ㅋㅋㅋ 그리고 머 기본 샐러드, 식전 빵 이런거 퀄리티가 엄청난것도 아닌데 다 추가요금받더라구요 ㅋㅋㅋ 그리고 문어요리시켰는데 떠먹거나 나눠먹을 수 있는 국자도 안주시고요 ㅋㅋㅋ",3,0
맛있네요~~강추,5,1
생레몬 아이스티... 레몬맛 잘 안남 그냥 복숭아 아이스티맛 ㅠ,3.5,0
"메뉴가 바뀐건가요?여름신메뉴는 하나도없었네요. 네이버예약자몽에이드도 얘기해서 얻어먹는기분으로 먹고 화장실앞 토사물까지 
일부러 신촌점예약방문했는데 전 실망입니다",1,0
오션뷰 보면서 편하게 놀다갈 수 있는 곳!!!,5,1
"좋아요~~ 광안리해변이 바로 보여요!
베로디모스카토 스파클링와인 맛나용~",4.5,1
진짜맛있어요,5,1
애견동반 좋아요,5,1
순대국이랑 돌솥비빔밥 시켰는데 순대국에 순대는 하나도 없고 곱창만 잔뜩있고 냄새나고  돌솥비빔밥은 애들 먹으라고 주는 것도 아니고 양은 적고 기름은 너무 많고.... 계산할 때 순대 없다고 말하니까 성의없게 죄송합니다라고 말하고.. 그냥 절대 가지 마세요,0.5,0
콜드브루가 좀더 뒷맛이 깔끔한것 같아요!!,4,1
맛있어요!!,5,1
"다 구워주셔서 편하게 먹었습니다!
여러가지 생선구이를 맛볼 수 있어서 좋았어요.
다만 가시 잘 발라 먹어야해요!",4,1
직원분들이 넘 친절하네용ㅎㅎ 전부 다 구워주시궁  셀프바두 깔끔하구용ㅎㅎ  재방문 의사 무조건 있다능ㅎㅎ 앗 글고 젤중요한 청결과 맛은 5점드립니당ㅎ,5,1
저렴한 가격에 푸짐하게 잘 먹었습니다.,5,1
"벌써 세번째 방문을 했네요
분위기 맛 모든것이 만족스럽네요.",5,1
맛있어용~~~~,5,1
핵 존맛,5,1
맛있어요 광안리에서 1등국밥,5,1
와사비쉬림프 존맛이구요. 제스티갈릭은 중간중간 갈릭튀김이 킼이에요~ 갈릭치즈 테이터도 맛있어요 추천,5,1
맛있어요^^,4.5,1
좋아요,5,1
"아이랑 브런치먹으러 방문했어요:-) 볼로네제랑 복숭아티?랑 산방산케이크 먹었는데, 스파게티랑 티가 맛있었어요! 케이크는 엄청 비싼데 맛은 걍 쏘쏘ㅜㅜ 산방산 아래에 있어서 뷰가 진짜 좋아요👍🏻 가격대가 있는 편이지만 한번쯤 들러 여유 
즐기는것도 좋은거같아요!!",4,1
멋져요,4.5,1
국물이 진해요,5,1
좀 비쌈,2,0
너무너무 맛있어요 다음에는 큰사이즈로 먹을거ㅇㅔ요,5,1
비오는날  바깥 풍경은  완전 짱!,5,1
좋아요,4,1
뷰와 인테리어가 예쁘고 음식도 훌륭합니다.,5,1
분위기 굿굿,5,1
"항상 갈때마다 예산보다 초과구매로🤑가기가 무섭지만😳마카롱 크게 한 입, 입안 가득 베어먹는 순간 너그러워져요🧡 최애 요거트💚맛이 산타딸기로🎅🏻나온다하며 달려갔는데, 역시나🤭오동통한 요거트 크림치즈 필링에 마시멜로우 코코넛 가루 데코를 한 새콤달콤 금실딸기까지🍓진짜 고급미뿜뿜 마카롱맛집이에용👩🏻‍🍳",5,1
완전 좋아요:),5,1
그리스 음식점 처음와봤는데 분위기도 좋고 너무 맛있어요:),5,1
스프를 줘서 좋아요~~ 돈까스가 맛있어요ㅎ,4,1
"분위기좋고 음식도 맛있고
커피맛도 좋아요!",4.5,1
맛있어요,5,1
"빵은 맛있는데 직원분들은 까칠해요!
마농바게트는 좀 달아요~",4,1
집앞에 있었으면 좋겠다 ㅠㅠ,5,1
양 되게 푸짐하게 주셔서 좋았네요 다른 꼬막집에 비해 꼬막 양이 엄청 많아서 배불리 먹었어요~ 양념장도 간이 잘 되있어서 되게 맛있었네요,5,1
크기도 크고 정말 맛있네요 ㅎ 푸짐해서 맛도2배가되는느낌 ㅎㅎ,5,1
"전주여행왔다가 육전파는 테이크아웃집은 있어도 전집은 별로 없어서 길가다가 들어간 집이었는데,
사장님들도 너무 친절하시고 전들도 모두 맛있었어요! 주말이었는데도 먹는동안 저희팀 외에 다른 팀은 없어서 이시국에 편안하게 맛있게 먹었습니다:) 번창하세요!",5,1
빵너무맛있어여,5,1
"신메뉴 버터크림라떼가 진짜 부드럽고 맛있어요 강추합니다 카페 인테리어도 예쁘고 분위기도 좋아요,조명도 예쁘고  내부 공기도 답답하지 않고 직원들도 엄청 친절합니다
사장님 예뻐요❤️",5,1
맛있어요!,5,1
강릉에서도 속초에서도 무조건 가야하는 엄지네... 너무나 중독적인 맛이라 가격과 불친절에도 불구하고 찾게 됩니다,4.5,1
